Covered_Recipient_Type,Teaching_Hospital_ID,Teaching_Hospital_Name,Physician_Profile_ID,Physician_First_Name,Physician_Middle_Name,Physician_Last_Name,Recipient_Primary_Business_Street_Address_Line1,Recipient_Primary_Business_Street_Address_Line2,Recipient_City,Recipient_Zip_Code,Physician_Primary_Type,Physician_Specialty,Submitting_Applicable_Manufacturer_or_Applicable_GPO_Name,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_ID,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Name,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_State,Total_Amount_of_Payment_USDollars,Date_of_Payment,Form_of_Payment_or_Transfer_of_Value,Record_ID,Name_of_Associated_Covered_Drug_or_Biological1,Name_of_Associated_Covered_Drug_or_Biological2,Name_of_Study,Research_Information_Link,Context_of_Research
Non-covered Recipient Entity,,,,,,,4150 KIMBALL AVE,,WATERLOO,50701,,,"Genentech, Inc.",100000005656,F. Hoffmann-La Roche AG,,500.00,01/27/2015,Cash or cash equivalent,319702840,Avastin,,AVASTIN AS ADJUVANT TREATMENT IN BC PATIENTS,,
Non-covered Recipient Entity,,,,,,,2024 NW 92ND COURT,SUITE 8,CLIVE,50325,,,Pfizer Inc.,100000000286,Pfizer Inc.,NY,1276.56,06/18/2015,Cash or cash equivalent,323653458,,,A Study To Monitor LongTerm Treatment With PF00547659 OPERA II,,
Covered Recipient Teaching Hospital,2948,UNIV OF IOWA HOSP & CLINIC,,,,,200 HAWKINS DRIVE 1353 JCP,,IOWA CITY,52242,,,Pfizer Inc.,100000000286,Pfizer Inc.,NY,837.19,10/21/2015,Cash or cash equivalent,323649652,,,Randomized Clinical Trial of RN316 PF04950615 in Subjects With Hyperlipidemia or Mixed Dyslipidemia at Risk of Cardiovascular EventsSPIRELDL,,
Covered Recipient Teaching Hospital,2948,UNIV OF IOWA HOSP & CLINIC,,,,,200 HAWKINS DR,,IOWA CITY,52242,,,"Genentech, Inc.",100000010364,Roche Products Limited,,20052.00,01/12/2015,Cash or cash equivalent,319332324,NonCovered Product,,SUB OPTIMALLY CONTROLLED PTS WITH SCHIZOPHRENIA 3,,
Covered Recipient Teaching Hospital,2948,UNIV OF IOWA HOSP & CLINIC,,,,,200 HAWKINS DRIVE 1353 JCP,,IOWA CITY,52242,,,Pfizer Inc.,100000000286,Pfizer Inc.,NY,495.79,10/21/2015,Cash or cash equivalent,323653342,,,The Evaluation Of PF04950615 RN316  In Reducing The Occurrence Of Major Cardiovascular Events In High Risk Subjects SPIRE1,,
Non-covered Recipient Entity,,,,,,,230 NEBRASKA ST,,SIOUX CITY,51101,,,"Genentech, Inc.",100000005726,Hoffmann-La Roche Limited,,1826.40,11/11/2015,Cash or cash equivalent,319495084,Zelboraf,,ZELBORAF ROLLOVER STUDY,,
Covered Recipient Teaching Hospital,2948,UNIV OF IOWA HOSP & CLINIC,,,,,200 Hawkins Dr,,Iowa City,52242,,,Terumo Medical Corporation,100000000291,Terumo Medical Corporation,NJ,1400.00,04/16/2015,Cash or cash equivalent,283459120,,,OSPREY,,
Covered Recipient Teaching Hospital,2948,UNIV OF IOWA HOSP & CLINIC,,,,,200 Hawkins Dr,,Iowa City,52242,,,Terumo Medical Corporation,100000000291,Terumo Medical Corporation,NJ,697.50,06/03/2015,Cash or cash equivalent,283459122,,,OSPREY,,
Covered Recipient Teaching Hospital,2948,UNIV OF IOWA HOSP & CLINIC,,,,,200 Hawkins Dr,,Iowa City,52242,,,Terumo Medical Corporation,100000000291,Terumo Medical Corporation,NJ,697.50,08/04/2015,Cash or cash equivalent,283459124,,,OSPREY,,
Covered Recipient Teaching Hospital,2948,UNIV OF IOWA HOSP & CLINIC,,,,,200 Hawkins Dr,,Iowa City,52242,,,Terumo Medical Corporation,100000000291,Terumo Medical Corporation,NJ,4908.75,11/02/2015,Cash or cash equivalent,283459126,,,OSPREY,,
Non-covered Recipient Entity,,,,,,,230 NEBRASKA ST,,SIOUX CITY,51101,,,"Genentech, Inc.",100000005726,Hoffmann-La Roche Limited,,1340.10,11/10/2015,Cash or cash equivalent,319731959,Zelboraf,,ZELBORAF ROLLOVER STUDY,,
Non-covered Recipient Entity,,,,,,,230 NEBRASKA ST,,SIOUX CITY,51101,,,"Genentech, Inc.",100000005726,Hoffmann-La Roche Limited,,250.00,11/10/2015,Cash or cash equivalent,319731992,Zelboraf,,ZELBORAF ROLLOVER STUDY,,
Non-covered Recipient Entity,,,,,,,230 NEBRASKA ST,,SIOUX CITY,51101,,,"Genentech, Inc.",100000005726,Hoffmann-La Roche Limited,,2500.00,07/01/2015,Cash or cash equivalent,319777034,Zelboraf,,ZELBORAF ROLLOVER STUDY,,
Covered Recipient Teaching Hospital,2948,UNIV OF IOWA HOSP & CLINIC,,,,,200 HAWKINS DRIVE 1353 JCP,,IOWA CITY,52242,,,Pfizer Inc.,100000000286,Pfizer Inc.,NY,320.63,12/02/2015,Cash or cash equivalent,323635717,,,Phase 3 Multi Center Double Blind Randomized Placebo Controlled Parallel Group Evaluation Of The Efficacy Safety And Tolerability Of PF04950615 In Reducing The Occurrence Of Major Cardiovascular Events In Subjects At High And Very High Risk,,
Non-covered Recipient Entity,,,,,,,2024 NW 92ND COURT,SUITE 38,CLIVE,50325,,,Pfizer Inc.,100000000286,Pfizer Inc.,NY,732.00,10/07/2015,Cash or cash equivalent,323644526,XELJANZ,,A Randomized DoubleBlind PlaceboControlled Parallel Group MultiCentre Study To Investigate The Safety And Efficacy Of CP690550 For Induction Therapy In Subjects With Moderate To Severe Crohns Disease,,
Covered Recipient Teaching Hospital,2948,UNIV OF IOWA HOSP & CLINIC,,,,,200 HAWKINS DRIVE 1353 JCP,,IOWA CITY,52242,,,Pfizer Inc.,100000000286,Pfizer Inc.,NY,433.44,04/22/2015,Cash or cash equivalent,323639368,,,Randomized Clinical Trial of Bococizumab PF04950615 RN316 in Subjects Who Are Intolerant to Statins SPIRESI,,
Non-covered Recipient Entity,,,,,,,5950 UNIVERSITY AVENUE,SUITE 240,WEST DES MOINES,50266-8216,,,Pfizer Inc.,100000000286,Pfizer Inc.,NY,651.70,04/30/2015,Cash or cash equivalent,323642074,,,Randomized Clinical Trial of Bococizumab PF04950615 RN316 in Subjects Who Are Intolerant to Statins SPIRESI,,
Covered Recipient Teaching Hospital,2945,COVENANT MEDICAL CENTER,,,,,3421 W 9th St,,Waterloo,50702,,,Celgene Corporation,100000000343,Celgene Corporation,NJ,9375.00,05/13/2015,Cash or cash equivalent,328636920,Revlimid,,Celgene - Connect MM,,
Non-covered Recipient Entity,,,,,,,202 TENTH STREET SE SUITE 285,,CEDAR RAPIDS,52403,,,Celgene Corporation,100000000343,Celgene Corporation,NJ,7875.00,01/21/2015,Cash or cash equivalent,328638796,Revlimid,,Celgene - Connect MM,,
Non-covered Recipient Entity,,,,,,,3530 WEST 4TH STREET,,WATERLOO,50701,,,Celgene Corporation,100000000343,Celgene Corporation,NJ,7875.00,01/21/2015,Cash or cash equivalent,328638798,Revlimid,,Celgene - Connect MM,,
Non-covered Recipient Entity,,,,,,,1215 DUFF AVENUE PO BOX 3014,,AMES,50016,,,Celgene Corporation,100000000343,Celgene Corporation,NJ,6000.00,02/26/2015,Cash or cash equivalent,328639688,Revlimid,,Celgene - Connect CLL,,
Non-covered Recipient Entity,,,,,,,1215 DUFF AVENUE PO BOX 3014,,AMES,50016,,,Celgene Corporation,100000000343,Celgene Corporation,NJ,21285.00,01/07/2015,Cash or cash equivalent,328639708,Revlimid,,Celgene - Connect MM,,
Non-covered Recipient Entity,,,,,,,3530 W 4th St,,Waterloo,50701,,,Celgene Corporation,100000000343,Celgene Corporation,NJ,70.00,03/18/2015,In-kind items and services,328638468,Revlimid,,Celgene - Connect MM,,
Non-covered Recipient Entity,,,,,,,230 Nebraska St,,Sioux City,51101,,,Celgene Corporation,100000000343,Celgene Corporation,NJ,100.00,03/18/2015,In-kind items and services,328640630,Revlimid,,Celgene - Connect MM,,
Non-covered Recipient Entity,,,,,,,230 NEBRASKA STREET,DBA June E Nylen Cancer Center,Sioux,51101,,,Celgene Corporation,100000000343,Celgene Corporation,NJ,7025.00,05/08/2015,Cash or cash equivalent,328640218,Revlimid,,CC-5013-NHL-008,,
Non-covered Recipient Entity,,,,,,,230 NEBRASKA STREET,,Sioux City,51101,,,Celgene Corporation,100000000343,Celgene Corporation,NJ,21270.00,01/21/2015,Cash or cash equivalent,328640220,Revlimid,,Celgene - Connect MM,,
Non-covered Recipient Entity,,,,,,,230 NEBRASKA STREET,,Sioux City,51101,,,Celgene Corporation,100000000343,Celgene Corporation,NJ,7000.00,05/27/2015,Cash or cash equivalent,328640726,Abraxane,,AX-CL-OTHER-PrECOG-004080,,
Non-covered Recipient Entity,,,,,,,1215 Duff Ave,,Ames,50010,,,Celgene Corporation,100000000343,Celgene Corporation,NJ,150.00,03/12/2015,In-kind items and services,328640320,Revlimid,,Celgene - Connect MM,,
Non-covered Recipient Entity,,,,,,,P O BOX 3014,1215 DUFF AVENUE,AMES,50010,,,Celgene Corporation,100000000343,Celgene Corporation,NJ,2500.00,02/12/2015,Cash or cash equivalent,328640322,Revlimid,,Celgene - Connect MDSAML,,
Non-covered Recipient Entity,,,,,,,202 TENTH STREET SE SUITE 285,,CEDAR RAPIDS,52403,,,Celgene Corporation,100000000343,Celgene Corporation,NJ,4875.00,02/11/2015,Cash or cash equivalent,328641676,Revlimid,,Celgene - Connect CLL,,
Non-covered Recipient Entity,,,,,,,1351 EAST KIMBERLY ROAD SUITE 100,,BETTENDORF,52722,,,Celgene Corporation,100000000343,Celgene Corporation,NJ,2060.00,01/21/2015,Cash or cash equivalent,328641780,Revlimid,,Celgene - Connect MM,,
Covered Recipient Teaching Hospital,2948,UNIV OF IOWA HOSP & CLINIC,,,,,200 HAWKINS DRIVE 1353 JCP,,IOWA CITY,52242,,,Bayer HealthCare LLC,100000005467,Bayer HealthCare Pharmaceuticals Inc.,NJ,5830.63,03/27/2015,Cash or cash equivalent,324474812,Adempas,,"BAY63-2521, PDE5i Replace with Riociguat",,
Covered Recipient Teaching Hospital,2948,UNIV OF IOWA HOSP & CLINIC,,,,,200 HAWKINS DRIVE 1353 JCP,,IOWA CITY,52242,,,Bayer HealthCare LLC,100000005467,Bayer HealthCare Pharmaceuticals Inc.,NJ,7290.00,04/01/2015,Cash or cash equivalent,324474829,Adempas,,"BAY63-2521, PDE5i Replace with Riociguat",,
Covered Recipient Teaching Hospital,2948,UNIV OF IOWA HOSP & CLINIC,,,,,200 HAWKINS DRIVE 1353 JCP,,IOWA CITY,52242,,,Bayer HealthCare LLC,100000005467,Bayer HealthCare Pharmaceuticals Inc.,NJ,5830.63,03/27/2015,Cash or cash equivalent,324474854,Adempas,,"BAY63-2521, PDE5i Replace with Riociguat",,
Covered Recipient Teaching Hospital,2948,UNIV OF IOWA HOSP & CLINIC,,,,,200 HAWKINS DRIVE 1353 JCP,,IOWA CITY,52242,,,Bayer HealthCare LLC,100000005467,Bayer HealthCare Pharmaceuticals Inc.,NJ,216.95,06/10/2015,Cash or cash equivalent,324474872,Adempas,,"BAY63-2521, PDE5i Replace with Riociguat",,
Covered Recipient Teaching Hospital,2948,UNIV OF IOWA HOSP & CLINIC,,,,,200 HAWKINS DRIVE 1353 JCP,,IOWA CITY,52242,,,Bayer HealthCare LLC,100000005467,Bayer HealthCare Pharmaceuticals Inc.,NJ,380.00,09/22/2015,Cash or cash equivalent,324474518,Adempas,,"BAY63-2521, PDE5i Replace with Riociguat",,
Covered Recipient Teaching Hospital,2948,UNIV OF IOWA HOSP & CLINIC,,,,,200 HAWKINS DRIVE 1353 JCP,,IOWA CITY,52242,,,Bayer HealthCare LLC,100000005467,Bayer HealthCare Pharmaceuticals Inc.,NJ,430.00,06/01/2015,Cash or cash equivalent,324474576,Adempas,,"BAY63-2521, PDE5i Replace with Riociguat",,
Covered Recipient Teaching Hospital,2948,UNIV OF IOWA HOSP & CLINIC,,,,,200 HAWKINS DRIVE 1353 JCP,,IOWA CITY,52242,,,Bayer HealthCare LLC,100000005467,Bayer HealthCare Pharmaceuticals Inc.,NJ,430.00,06/01/2015,Cash or cash equivalent,324474726,Adempas,,"BAY63-2521, PDE5i Replace with Riociguat",,
Covered Recipient Teaching Hospital,2948,UNIV OF IOWA HOSP & CLINIC,,,,,200 HAWKINS DRIVE 1353 JCP,,IOWA CITY,52242,,,Bayer HealthCare LLC,100000005467,Bayer HealthCare Pharmaceuticals Inc.,NJ,1365.00,06/01/2015,Cash or cash equivalent,324474750,Adempas,,"BAY63-2521, PDE5i Replace with Riociguat",,
Covered Recipient Teaching Hospital,2948,UNIV OF IOWA HOSP & CLINIC,,,,,200 HAWKINS DRIVE 1353 JCP,,IOWA CITY,52242,,,Bayer HealthCare LLC,100000005467,Bayer HealthCare Pharmaceuticals Inc.,NJ,15562.00,02/24/2015,Cash or cash equivalent,324474782,Adempas,,Probe Study- Riociguat in CF early signs of efficacy,,
Covered Recipient Teaching Hospital,2948,UNIV OF IOWA HOSP & CLINIC,,,,,200 HAWKINS DRIVE 1353 JCP,,IOWA CITY,52242,,,Bayer HealthCare LLC,100000005467,Bayer HealthCare Pharmaceuticals Inc.,NJ,1400.00,03/27/2015,Cash or cash equivalent,324474786,Adempas,,"BAY63-2521, PDE5i Replace with Riociguat",,
Non-covered Recipient Entity,,,,,,,5880 UNIVERSITY AVE,,WEST DES MOINES,50266,,,Eisai Inc.,100000000136,Eisai Inc.,NJ,3500.00,01/29/2015,Cash or cash equivalent,329623103,BELVIQ,,"A Randomized, Double-blind, Placebo-controlled, Parallel-group Study to Evaluate the Effect of Long-term Treatment With BELVIQ (Lorcaserin HCl) on the Incidence of Major Adverse Cardiovascular Events and Conversion to Type 2 Diabetes Mellitus in Obese and Overweight Subjects With Cardiovascular Disease or Multiple Cardiovascular Risk Factors",,Non Refundable Start-Up
Covered Recipient Teaching Hospital,2948,UNIV OF IOWA HOSP & CLINIC,,,,,200 Hawkins Dr,,Iowa City,52242,,,Eisai Inc.,100000000136,Eisai Inc.,NJ,500.00,03/10/2015,Cash or cash equivalent,329636959,BELVIQ,,"A Randomized, Double-blind, Placebo-controlled, Parallel-group Study to Evaluate the Effect of Long-term Treatment With BELVIQ (Lorcaserin HCl) on the Incidence of Major Adverse Cardiovascular Events and Conversion to Type 2 Diabetes Mellitus in Obese and Overweight Subjects With Cardiovascular Disease or Multiple Cardiovascular Risk Factors",,13081009 V1: Screen Fail Jan 13 2015
Covered Recipient Teaching Hospital,2948,UNIV OF IOWA HOSP & CLINIC,,,,,200 Hawkins Dr,,Iowa City,52242,,,Eisai Inc.,100000000136,Eisai Inc.,NJ,546.25,04/02/2015,Cash or cash equivalent,329637017,BELVIQ,,"A Randomized, Double-blind, Placebo-controlled, Parallel-group Study to Evaluate the Effect of Long-term Treatment With BELVIQ (Lorcaserin HCl) on the Incidence of Major Adverse Cardiovascular Events and Conversion to Type 2 Diabetes Mellitus in Obese and Overweight Subjects With Cardiovascular Disease or Multiple Cardiovascular Risk Factors",,13081001 V3 Mo3 Feb 13 2015
Covered Recipient Teaching Hospital,2948,UNIV OF IOWA HOSP & CLINIC,,,,,200 Hawkins Dr,,Iowa City,52242,,,Eisai Inc.,100000000136,Eisai Inc.,NJ,546.25,04/02/2015,Cash or cash equivalent,329637019,BELVIQ,,"A Randomized, Double-blind, Placebo-controlled, Parallel-group Study to Evaluate the Effect of Long-term Treatment With BELVIQ (Lorcaserin HCl) on the Incidence of Major Adverse Cardiovascular Events and Conversion to Type 2 Diabetes Mellitus in Obese and Overweight Subjects With Cardiovascular Disease or Multiple Cardiovascular Risk Factors",,13081002 V3 Mo3 Feb 12 2015
Covered Recipient Teaching Hospital,2948,UNIV OF IOWA HOSP & CLINIC,,,,,200 Hawkins Dr,,Iowa City,52242,,,Eisai Inc.,100000000136,Eisai Inc.,NJ,546.25,04/02/2015,Cash or cash equivalent,329637021,BELVIQ,,"A Randomized, Double-blind, Placebo-controlled, Parallel-group Study to Evaluate the Effect of Long-term Treatment With BELVIQ (Lorcaserin HCl) on the Incidence of Major Adverse Cardiovascular Events and Conversion to Type 2 Diabetes Mellitus in Obese and Overweight Subjects With Cardiovascular Disease or Multiple Cardiovascular Risk Factors",,13081003 V3 Mo3 Feb 13 2015
Covered Recipient Teaching Hospital,2948,UNIV OF IOWA HOSP & CLINIC,,,,,200 Hawkins Dr,,Iowa City,52242,,,Eisai Inc.,100000000136,Eisai Inc.,NJ,546.25,04/02/2015,Cash or cash equivalent,329637023,BELVIQ,,"A Randomized, Double-blind, Placebo-controlled, Parallel-group Study to Evaluate the Effect of Long-term Treatment With BELVIQ (Lorcaserin HCl) on the Incidence of Major Adverse Cardiovascular Events and Conversion to Type 2 Diabetes Mellitus in Obese and Overweight Subjects With Cardiovascular Disease or Multiple Cardiovascular Risk Factors",,13081004 V3 Mo3 Feb 17 2015
Covered Recipient Teaching Hospital,2948,UNIV OF IOWA HOSP & CLINIC,,,,,200 Hawkins Dr,,Iowa City,52242,,,Eisai Inc.,100000000136,Eisai Inc.,NJ,546.25,04/02/2015,Cash or cash equivalent,329637025,BELVIQ,,"A Randomized, Double-blind, Placebo-controlled, Parallel-group Study to Evaluate the Effect of Long-term Treatment With BELVIQ (Lorcaserin HCl) on the Incidence of Major Adverse Cardiovascular Events and Conversion to Type 2 Diabetes Mellitus in Obese and Overweight Subjects With Cardiovascular Disease or Multiple Cardiovascular Risk Factors",,13081006 V3 Mo3 Feb 10 2015
Covered Recipient Teaching Hospital,2948,UNIV OF IOWA HOSP & CLINIC,,,,,200 Hawkins Dr,,Iowa City,52242,,,Eisai Inc.,100000000136,Eisai Inc.,NJ,546.25,04/02/2015,Cash or cash equivalent,329637027,BELVIQ,,"A Randomized, Double-blind, Placebo-controlled, Parallel-group Study to Evaluate the Effect of Long-term Treatment With BELVIQ (Lorcaserin HCl) on the Incidence of Major Adverse Cardiovascular Events and Conversion to Type 2 Diabetes Mellitus in Obese and Overweight Subjects With Cardiovascular Disease or Multiple Cardiovascular Risk Factors",,13081007 V3 Mo3 Feb 17 2015
Covered Recipient Teaching Hospital,2948,UNIV OF IOWA HOSP & CLINIC,,,,,200 Hawkins Dr,,Iowa City,52242,,,Eisai Inc.,100000000136,Eisai Inc.,NJ,452.50,10/13/2015,Cash or cash equivalent,329636443,BELVIQ,,"A Randomized, Double-blind, Placebo-controlled, Parallel-group Study to Evaluate the Effect of Long-term Treatment With BELVIQ (Lorcaserin HCl) on the Incidence of Major Adverse Cardiovascular Events and Conversion to Type 2 Diabetes Mellitus in Obese and Overweight Subjects With Cardiovascular Disease or Multiple Cardiovascular Risk Factors",,13081001 V5 Mo9 Aug 11 2015
Covered Recipient Teaching Hospital,2948,UNIV OF IOWA HOSP & CLINIC,,,,,200 Hawkins Dr,,Iowa City,52242,,,Eisai Inc.,100000000136,Eisai Inc.,NJ,452.50,10/13/2015,Cash or cash equivalent,329636445,BELVIQ,,"A Randomized, Double-blind, Placebo-controlled, Parallel-group Study to Evaluate the Effect of Long-term Treatment With BELVIQ (Lorcaserin HCl) on the Incidence of Major Adverse Cardiovascular Events and Conversion to Type 2 Diabetes Mellitus in Obese and Overweight Subjects With Cardiovascular Disease or Multiple Cardiovascular Risk Factors",,13081002 V5 Mo9 Aug 20 2015
Covered Recipient Teaching Hospital,2948,UNIV OF IOWA HOSP & CLINIC,,,,,200 Hawkins Dr,,Iowa City,52242,,,Eisai Inc.,100000000136,Eisai Inc.,NJ,452.50,10/13/2015,Cash or cash equivalent,329636447,BELVIQ,,"A Randomized, Double-blind, Placebo-controlled, Parallel-group Study to Evaluate the Effect of Long-term Treatment With BELVIQ (Lorcaserin HCl) on the Incidence of Major Adverse Cardiovascular Events and Conversion to Type 2 Diabetes Mellitus in Obese and Overweight Subjects With Cardiovascular Disease or Multiple Cardiovascular Risk Factors",,13081003 V5 Mo9 Aug 10 2015
Covered Recipient Teaching Hospital,2948,UNIV OF IOWA HOSP & CLINIC,,,,,200 Hawkins Dr,,Iowa City,52242,,,Eisai Inc.,100000000136,Eisai Inc.,NJ,452.50,10/13/2015,Cash or cash equivalent,329636449,BELVIQ,,"A Randomized, Double-blind, Placebo-controlled, Parallel-group Study to Evaluate the Effect of Long-term Treatment With BELVIQ (Lorcaserin HCl) on the Incidence of Major Adverse Cardiovascular Events and Conversion to Type 2 Diabetes Mellitus in Obese and Overweight Subjects With Cardiovascular Disease or Multiple Cardiovascular Risk Factors",,13081006 V5 Mo9 Aug 13 2015
Covered Recipient Teaching Hospital,2948,UNIV OF IOWA HOSP & CLINIC,,,,,200 Hawkins Dr,,Iowa City,52242,,,Eisai Inc.,100000000136,Eisai Inc.,NJ,1143.75,04/02/2015,Cash or cash equivalent,329637081,BELVIQ,,"A Randomized, Double-blind, Placebo-controlled, Parallel-group Study to Evaluate the Effect of Long-term Treatment With BELVIQ (Lorcaserin HCl) on the Incidence of Major Adverse Cardiovascular Events and Conversion to Type 2 Diabetes Mellitus in Obese and Overweight Subjects With Cardiovascular Disease or Multiple Cardiovascular Risk Factors",,13081010 V2 Feb  5 2015
Covered Recipient Teaching Hospital,2948,UNIV OF IOWA HOSP & CLINIC,,,,,200 Hawkins Dr,,Iowa City,52242,,,Eisai Inc.,100000000136,Eisai Inc.,NJ,1440.00,04/02/2015,Cash or cash equivalent,329637083,BELVIQ,,"A Randomized, Double-blind, Placebo-controlled, Parallel-group Study to Evaluate the Effect of Long-term Treatment With BELVIQ (Lorcaserin HCl) on the Incidence of Major Adverse Cardiovascular Events and Conversion to Type 2 Diabetes Mellitus in Obese and Overweight Subjects With Cardiovascular Disease or Multiple Cardiovascular Risk Factors",,13081010 V1: Visit Jan 16 2015
Covered Recipient Teaching Hospital,2948,UNIV OF IOWA HOSP & CLINIC,,,,,200 Hawkins Dr,,Iowa City,52242,,,Eisai Inc.,100000000136,Eisai Inc.,NJ,452.50,10/13/2015,Cash or cash equivalent,329636501,BELVIQ,,"A Randomized, Double-blind, Placebo-controlled, Parallel-group Study to Evaluate the Effect of Long-term Treatment With BELVIQ (Lorcaserin HCl) on the Incidence of Major Adverse Cardiovascular Events and Conversion to Type 2 Diabetes Mellitus in Obese and Overweight Subjects With Cardiovascular Disease or Multiple Cardiovascular Risk Factors",,13081007 V5 Mo9 Aug 24 2015
Covered Recipient Teaching Hospital,2948,UNIV OF IOWA HOSP & CLINIC,,,,,200 Hawkins Dr,,Iowa City,52242,,,Eisai Inc.,100000000136,Eisai Inc.,NJ,546.25,10/13/2015,Cash or cash equivalent,329636503,BELVIQ,,"A Randomized, Double-blind, Placebo-controlled, Parallel-group Study to Evaluate the Effect of Long-term Treatment With BELVIQ (Lorcaserin HCl) on the Incidence of Major Adverse Cardiovascular Events and Conversion to Type 2 Diabetes Mellitus in Obese and Overweight Subjects With Cardiovascular Disease or Multiple Cardiovascular Risk Factors",,13081010 V4 Mo6 Aug  4 2015
Covered Recipient Teaching Hospital,2948,UNIV OF IOWA HOSP & CLINIC,,,,,200 Hawkins Dr,,Iowa City,52242,,,Eisai Inc.,100000000136,Eisai Inc.,NJ,546.25,07/16/2015,Cash or cash equivalent,329636241,BELVIQ,,"A Randomized, Double-blind, Placebo-controlled, Parallel-group Study to Evaluate the Effect of Long-term Treatment With BELVIQ (Lorcaserin HCl) on the Incidence of Major Adverse Cardiovascular Events and Conversion to Type 2 Diabetes Mellitus in Obese and Overweight Subjects With Cardiovascular Disease or Multiple Cardiovascular Risk Factors",,13081001 V4 Mo6 May 11 2015
Covered Recipient Teaching Hospital,2948,UNIV OF IOWA HOSP & CLINIC,,,,,200 Hawkins Dr,,Iowa City,52242,,,Eisai Inc.,100000000136,Eisai Inc.,NJ,546.25,07/16/2015,Cash or cash equivalent,329636243,BELVIQ,,"A Randomized, Double-blind, Placebo-controlled, Parallel-group Study to Evaluate the Effect of Long-term Treatment With BELVIQ (Lorcaserin HCl) on the Incidence of Major Adverse Cardiovascular Events and Conversion to Type 2 Diabetes Mellitus in Obese and Overweight Subjects With Cardiovascular Disease or Multiple Cardiovascular Risk Factors",,13081002 V4 Mo6 May 14 2015
Covered Recipient Teaching Hospital,2948,UNIV OF IOWA HOSP & CLINIC,,,,,200 Hawkins Dr,,Iowa City,52242,,,Eisai Inc.,100000000136,Eisai Inc.,NJ,500.00,05/08/2015,Cash or cash equivalent,329637155,BELVIQ,,"A Randomized, Double-blind, Placebo-controlled, Parallel-group Study to Evaluate the Effect of Long-term Treatment With BELVIQ (Lorcaserin HCl) on the Incidence of Major Adverse Cardiovascular Events and Conversion to Type 2 Diabetes Mellitus in Obese and Overweight Subjects With Cardiovascular Disease or Multiple Cardiovascular Risk Factors",,13081011 V1: Screen Fail Mar 17 2015
Covered Recipient Teaching Hospital,2948,UNIV OF IOWA HOSP & CLINIC,,,,,200 Hawkins Dr,,Iowa City,52242,,,Eisai Inc.,100000000136,Eisai Inc.,NJ,546.25,07/16/2015,Cash or cash equivalent,329636245,BELVIQ,,"A Randomized, Double-blind, Placebo-controlled, Parallel-group Study to Evaluate the Effect of Long-term Treatment With BELVIQ (Lorcaserin HCl) on the Incidence of Major Adverse Cardiovascular Events and Conversion to Type 2 Diabetes Mellitus in Obese and Overweight Subjects With Cardiovascular Disease or Multiple Cardiovascular Risk Factors",,13081004 V4 Mo6 May 11 2015
Covered Recipient Teaching Hospital,2948,UNIV OF IOWA HOSP & CLINIC,,,,,200 Hawkins Dr,,Iowa City,52242,,,Eisai Inc.,100000000136,Eisai Inc.,NJ,546.25,07/16/2015,Cash or cash equivalent,329636247,BELVIQ,,"A Randomized, Double-blind, Placebo-controlled, Parallel-group Study to Evaluate the Effect of Long-term Treatment With BELVIQ (Lorcaserin HCl) on the Incidence of Major Adverse Cardiovascular Events and Conversion to Type 2 Diabetes Mellitus in Obese and Overweight Subjects With Cardiovascular Disease or Multiple Cardiovascular Risk Factors",,13081006 V4 Mo6 May 12 2015
Covered Recipient Teaching Hospital,2948,UNIV OF IOWA HOSP & CLINIC,,,,,200 Hawkins Dr,,Iowa City,52242,,,Eisai Inc.,100000000136,Eisai Inc.,NJ,546.25,07/16/2015,Cash or cash equivalent,329636249,BELVIQ,,"A Randomized, Double-blind, Placebo-controlled, Parallel-group Study to Evaluate the Effect of Long-term Treatment With BELVIQ (Lorcaserin HCl) on the Incidence of Major Adverse Cardiovascular Events and Conversion to Type 2 Diabetes Mellitus in Obese and Overweight Subjects With Cardiovascular Disease or Multiple Cardiovascular Risk Factors",,13081007 V4 Mo6 May 26 2015
Covered Recipient Teaching Hospital,2948,UNIV OF IOWA HOSP & CLINIC,,,,,200 Hawkins Dr,,Iowa City,52242,,,Eisai Inc.,100000000136,Eisai Inc.,NJ,546.25,07/16/2015,Cash or cash equivalent,329636251,BELVIQ,,"A Randomized, Double-blind, Placebo-controlled, Parallel-group Study to Evaluate the Effect of Long-term Treatment With BELVIQ (Lorcaserin HCl) on the Incidence of Major Adverse Cardiovascular Events and Conversion to Type 2 Diabetes Mellitus in Obese and Overweight Subjects With Cardiovascular Disease or Multiple Cardiovascular Risk Factors",,13081010 V3 Mo3 May  7 2015
Covered Recipient Teaching Hospital,2948,UNIV OF IOWA HOSP & CLINIC,,,,,200 Hawkins Dr,,Iowa City,52242,,,Eisai Inc.,100000000136,Eisai Inc.,NJ,546.25,06/09/2015,Cash or cash equivalent,329637223,BELVIQ,,"A Randomized, Double-blind, Placebo-controlled, Parallel-group Study to Evaluate the Effect of Long-term Treatment With BELVIQ (Lorcaserin HCl) on the Incidence of Major Adverse Cardiovascular Events and Conversion to Type 2 Diabetes Mellitus in Obese and Overweight Subjects With Cardiovascular Disease or Multiple Cardiovascular Risk Factors",,13081003 V4 Mo6 May  5 2013
