Covered_Recipient_Type,Teaching_Hospital_ID,Teaching_Hospital_Name,Physician_Profile_ID,Physician_First_Name,Physician_Middle_Name,Physician_Last_Name,Recipient_Primary_Business_Street_Address_Line1,Recipient_Primary_Business_Street_Address_Line2,Recipient_City,Recipient_Zip_Code,Physician_Primary_Type,Physician_Specialty,Submitting_Applicable_Manufacturer_or_Applicable_GPO_Name,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_ID,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Name,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_State,Total_Amount_of_Payment_USDollars,Date_of_Payment,Form_of_Payment_or_Transfer_of_Value,Record_ID
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,186.86,12/22/2014,Cash or cash equivalent,163708900
Covered Recipient Teaching Hospital,1761,UNIV OF IOWA HOSP & CLINIC,,,,,200 HAWKINS DRIVEDIVISION OF ENDOCRINOLOGYDE,,IOWA CITY,52242,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,60.00,06/02/2014,Cash or cash equivalent,163698706
Covered Recipient Teaching Hospital,1761,UNIV OF IOWA HOSP & CLINIC,,,,,200 HAWKINS DRIVEDIVISION OF ENDOCRINOLOGYDE,,IOWA CITY,52242,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,130.00,05/01/2014,Cash or cash equivalent,163698128
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,20.00,12/26/2014,Cash or cash equivalent,163712886
Covered Recipient Teaching Hospital,1761,UNIV OF IOWA HOSP & CLINIC,,,,,200 HAWKINS DRIVEDIVISION OF ENDOCRINOLOGYDE,,IOWA CITY,52242,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,925.34,03/03/2014,Cash or cash equivalent,163691592
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,225.00,03/06/2014,Cash or cash equivalent,163692784
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,126.86,05/12/2014,Cash or cash equivalent,163698977
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,8.12,11/04/2014,Cash or cash equivalent,163705802
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,2588.00,02/24/2014,Cash or cash equivalent,163741854
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,120.00,09/17/2014,Cash or cash equivalent,163710706
Covered Recipient Teaching Hospital,1761,UNIV OF IOWA HOSP & CLINIC,,,,,200 HAWKINS DRIVEDIVISION OF ENDOCRINOLOGYDE,,IOWA CITY,52242,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,60.00,03/18/2014,Cash or cash equivalent,163692234
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,130.43,08/20/2014,Cash or cash equivalent,163685248
Covered Recipient Teaching Hospital,1761,UNIV OF IOWA HOSP & CLINIC,,,,,200 HAWKINS DRIVEDIVISION OF ENDOCRINOLOGYDE,,IOWA CITY,52242,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,126.86,07/03/2014,Cash or cash equivalent,163702124
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,30.00,12/11/2014,Cash or cash equivalent,163706102
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,3.30,05/20/2014,Cash or cash equivalent,163710416
Covered Recipient Teaching Hospital,1761,UNIV OF IOWA HOSP & CLINIC,,,,,B5 JESSUP HALL,,IOWA CITY,52242,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,431.25,11/19/2014,Cash or cash equivalent,163803300
Covered Recipient Teaching Hospital,1761,UNIV OF IOWA HOSP & CLINIC,,,,,200 HAWKINS DRIVEDIVISION OF ENDOCRINOLOGYDE,,IOWA CITY,52242,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,50.00,08/21/2014,Cash or cash equivalent,163703882
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,20.00,07/14/2014,Cash or cash equivalent,163680896
Non-covered Recipient Entity,,,,,,,1111 6TH AVE,STE 450,DES MOINES,50314,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,20.00,06/12/2014,Cash or cash equivalent,163738244
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,1593.60,09/29/2014,Cash or cash equivalent,163741492
Covered Recipient Teaching Hospital,1761,UNIV OF IOWA HOSP & CLINIC,,,,,B5 JESSUP HALL,,IOWA CITY,52242,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,3479.20,11/25/2014,Cash or cash equivalent,163803348
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,14.34,02/24/2014,Cash or cash equivalent,163690070
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,60.00,06/05/2014,Cash or cash equivalent,163697376
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,270.00,09/03/2014,Cash or cash equivalent,163702430
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,269.43,09/12/2014,Cash or cash equivalent,163684110
Non-covered Recipient Entity,,,,,,,1111 6TH AVE,STE 450,DES MOINES,50314,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,60.00,09/30/2014,Cash or cash equivalent,163733992
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,90.00,06/10/2014,Cash or cash equivalent,163701460
Covered Recipient Teaching Hospital,1761,UNIV OF IOWA HOSP & CLINIC,,,,,200 HAWKINS DRIVEDIVISION OF ENDOCRINOLOGYDE,,IOWA CITY,52242,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,50.00,05/07/2014,Cash or cash equivalent,163696862
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,40.00,05/12/2014,Cash or cash equivalent,163741366
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,52.62,10/16/2014,Cash or cash equivalent,163686318
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,500.00,06/11/2014,Cash or cash equivalent,163700141
Covered Recipient Teaching Hospital,1761,UNIV OF IOWA HOSP & CLINIC,,,,,200 HAWKINS DRIVEDIVISION OF ENDOCRINOLOGYDE,,IOWA CITY,52242,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,100.00,05/28/2014,Cash or cash equivalent,163697710
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,50.00,06/24/2014,Cash or cash equivalent,163681834
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,1000.00,07/23/2014,Cash or cash equivalent,163681888
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,999.52,06/02/2014,Cash or cash equivalent,163682358
Covered Recipient Teaching Hospital,1761,UNIV OF IOWA HOSP & CLINIC,,,,,200 HAWKINS DRIVEDIVISION OF ENDOCRINOLOGYDE,,IOWA CITY,52242,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,20.00,04/30/2014,Cash or cash equivalent,163697782
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,1567.70,10/08/2014,Cash or cash equivalent,163706590
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,30.00,06/04/2014,Cash or cash equivalent,163701864
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,60.00,07/03/2014,Cash or cash equivalent,163701933
Covered Recipient Teaching Hospital,1761,UNIV OF IOWA HOSP & CLINIC,,,,,200 HAWKINS DRIVEDIVISION OF ENDOCRINOLOGYDE,,IOWA CITY,52242,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,206.86,05/15/2014,Cash or cash equivalent,163697468
Non-covered Recipient Entity,,,,,,,1111 6TH AVE,STE 450,DES MOINES,50314,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,15545.70,09/25/2014,Cash or cash equivalent,163733666
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,40.00,04/16/2014,Cash or cash equivalent,163742376
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,40.00,04/18/2014,Cash or cash equivalent,163742384
Covered Recipient Teaching Hospital,1761,UNIV OF IOWA HOSP & CLINIC,,,,,200 HAWKINS DRIVEDIVISION OF ENDOCRINOLOGYDE,,IOWA CITY,52242,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,39.03,05/27/2014,Cash or cash equivalent,163696340
Covered Recipient Teaching Hospital,1761,UNIV OF IOWA HOSP & CLINIC,,,,,200 HAWKINS DRIVEDIVISION OF ENDOCRINOLOGYDE,,IOWA CITY,52242,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,1000.00,04/07/2014,Cash or cash equivalent,163695270
Covered Recipient Teaching Hospital,1761,UNIV OF IOWA HOSP & CLINIC,,,,,200 HAWKINS DRIVEDIVISION OF ENDOCRINOLOGYDE,,IOWA CITY,52242,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,266.86,05/22/2014,Cash or cash equivalent,163696908
Covered Recipient Teaching Hospital,1761,UNIV OF IOWA HOSP & CLINIC,,,,,200 HAWKINS DRIVEDIVISION OF ENDOCRINOLOGYDE,,IOWA CITY,52242,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,50.00,04/04/2014,Cash or cash equivalent,163695102
Non-covered Recipient Entity,,,,,,,1111 6TH AVE,STE 450,DES MOINES,50314,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,20.00,06/06/2014,Cash or cash equivalent,163739370
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,283.72,08/29/2014,Cash or cash equivalent,163703366
Covered Recipient Teaching Hospital,1761,UNIV OF IOWA HOSP & CLINIC,,,,,200 HAWKINS DRIVEDIVISION OF ENDOCRINOLOGYDE,,IOWA CITY,52242,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,30.00,12/30/2014,Cash or cash equivalent,163711348
Covered Recipient Teaching Hospital,1761,UNIV OF IOWA HOSP & CLINIC,,,,,200 HAWKINS DRIVEDIVISION OF ENDOCRINOLOGYDE,,IOWA CITY,52242,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,126.86,07/11/2014,Cash or cash equivalent,163700234
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,50.00,09/30/2014,Cash or cash equivalent,163708770
Covered Recipient Teaching Hospital,1761,UNIV OF IOWA HOSP & CLINIC,,,,,200 HAWKINS DRIVEDIVISION OF ENDOCRINOLOGYDE,,IOWA CITY,52242,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,75.00,12/23/2014,Cash or cash equivalent,163710604
Covered Recipient Teaching Hospital,1761,UNIV OF IOWA HOSP & CLINIC,,,,,200 HAWKINS DRIVEDIVISION OF ENDOCRINOLOGYDE,,IOWA CITY,52242,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,6.96,11/04/2014,Cash or cash equivalent,163707802
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,306.86,06/24/2014,Cash or cash equivalent,163700942
Non-covered Recipient Entity,,,,,,,1111 6TH AVE,STE 450,DES MOINES,50314,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,40.00,09/03/2014,Cash or cash equivalent,163737418
Covered Recipient Teaching Hospital,1761,UNIV OF IOWA HOSP & CLINIC,,,,,200 HAWKINS DRIVEDIVISION OF ENDOCRINOLOGYDE,,IOWA CITY,52242,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,60.00,04/11/2014,Cash or cash equivalent,163693556
Covered Recipient Teaching Hospital,1761,UNIV OF IOWA HOSP & CLINIC,,,,,200 HAWKINS DRIVEDIVISION OF ENDOCRINOLOGYDE,,IOWA CITY,52242,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,4569.80,06/04/2014,Cash or cash equivalent,163696772
Non-covered Recipient Entity,,,,,,,1111 6TH AVE,STE 450,DES MOINES,50314,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,20.00,01/06/2014,Cash or cash equivalent,163729526
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,50.00,07/25/2014,Cash or cash equivalent,163680770
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,295.40,01/29/2014,Cash or cash equivalent,163687424
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,126.86,04/21/2014,Cash or cash equivalent,163694416
Covered Recipient Teaching Hospital,1761,UNIV OF IOWA HOSP & CLINIC,,,,,200 HAWKINS DRIVEDIVISION OF ENDOCRINOLOGYDE,,IOWA CITY,52242,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,30.00,12/18/2014,Cash or cash equivalent,163710402
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,59.00,07/18/2014,Cash or cash equivalent,163699318
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,2000.00,05/26/2014,Cash or cash equivalent,163682770
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,720.00,07/04/2014,Cash or cash equivalent,163701944
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,34908.00,05/29/2014,Cash or cash equivalent,163698288
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,4801.60,11/05/2014,Cash or cash equivalent,163685016
Covered Recipient Teaching Hospital,1761,UNIV OF IOWA HOSP & CLINIC,,,,,B5 JESSUP HALL,,IOWA CITY,52242,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,39.95,10/28/2014,Cash or cash equivalent,163803298
Covered Recipient Teaching Hospital,1761,UNIV OF IOWA HOSP & CLINIC,,,,,200 HAWKINS DRIVEDIVISION OF ENDOCRINOLOGYDE,,IOWA CITY,52242,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,384.60,11/10/2014,Cash or cash equivalent,163708370
Covered Recipient Teaching Hospital,1761,UNIV OF IOWA HOSP & CLINIC,,,,,200 HAWKINS DRIVEDIVISION OF ENDOCRINOLOGYDE,,IOWA CITY,52242,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,110.00,04/14/2014,Cash or cash equivalent,163694752
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,60.00,08/22/2014,Cash or cash equivalent,163705220
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,90.00,12/01/2014,Cash or cash equivalent,163705508
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,60.00,09/04/2014,Cash or cash equivalent,163704120
Non-covered Recipient Entity,,,,,,,1111 6TH AVE,STE 450,DES MOINES,50314,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,60.00,02/19/2014,Cash or cash equivalent,163740812
Covered Recipient Teaching Hospital,1761,UNIV OF IOWA HOSP & CLINIC,,,,,200 HAWKINS DRIVEDIVISION OF ENDOCRINOLOGYDE,,IOWA CITY,52242,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,60.00,12/10/2014,Cash or cash equivalent,163708424
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,125.00,03/18/2014,Cash or cash equivalent,163691675
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,1000.00,04/09/2014,Cash or cash equivalent,163693586
Non-covered Recipient Entity,,,,,,,1111 6TH AVE,STE 450,DES MOINES,50314,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,63.00,07/03/2014,Cash or cash equivalent,163737646
Covered Recipient Teaching Hospital,1761,UNIV OF IOWA HOSP & CLINIC,,,,,200 HAWKINS DRIVEDIVISION OF ENDOCRINOLOGYDE,,IOWA CITY,52242,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,50.00,09/26/2014,Cash or cash equivalent,163707872
Covered Recipient Teaching Hospital,1761,UNIV OF IOWA HOSP & CLINIC,,,,,200 HAWKINS DRIVEDIVISION OF ENDOCRINOLOGYDE,,IOWA CITY,52242,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,50.00,09/09/2014,Cash or cash equivalent,163707880
Covered Recipient Teaching Hospital,1761,UNIV OF IOWA HOSP & CLINIC,,,,,200 HAWKINS DRIVEDIVISION OF ENDOCRINOLOGYDE,,IOWA CITY,52242,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,202.04,04/29/2014,Cash or cash equivalent,163694090
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,175.00,03/31/2014,Cash or cash equivalent,163695444
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,60.00,08/25/2014,Cash or cash equivalent,163704284
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,4170.20,02/25/2014,Cash or cash equivalent,163690828
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,30.00,09/08/2014,Cash or cash equivalent,163704500
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,98.36,02/25/2014,Cash or cash equivalent,163690820
Non-covered Recipient Entity,,,,,,,1111 6TH AVE,STE 450,DES MOINES,50314,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,40.00,09/12/2014,Cash or cash equivalent,163733548
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,246.86,05/22/2014,Cash or cash equivalent,163696888
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,13.42,12/29/2014,Cash or cash equivalent,163713838
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,200.00,03/04/2014,Cash or cash equivalent,163691980
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,250.00,05/11/2014,Cash or cash equivalent,163698760
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,461.72,06/17/2014,Cash or cash equivalent,163701118
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,30.00,06/20/2014,Cash or cash equivalent,163700353
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,68.08,07/14/2014,Cash or cash equivalent,163700438
Non-covered Recipient Entity,,,,,,,1111 6TH AVE,STE 450,DES MOINES,50314,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,20.00,03/27/2014,Cash or cash equivalent,163731776
Non-covered Recipient Entity,,,,,,,1111 6TH AVE,STE 450,DES MOINES,50314,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,20.00,09/22/2014,Cash or cash equivalent,163734276
Covered Recipient Teaching Hospital,1761,UNIV OF IOWA HOSP & CLINIC,,,,,200 HAWKINS DRIVEDIVISION OF ENDOCRINOLOGYDE,,IOWA CITY,52242,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,216.86,05/09/2014,Cash or cash equivalent,163697592
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,90.00,09/10/2014,Cash or cash equivalent,163705064
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,24.24,10/24/2014,Cash or cash equivalent,163707730
Covered Recipient Teaching Hospital,1761,UNIV OF IOWA HOSP & CLINIC,,,,,200 HAWKINS DRIVEDIVISION OF ENDOCRINOLOGYDE,,IOWA CITY,52242,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,100.00,06/04/2014,Cash or cash equivalent,163701844
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,20.00,12/15/2014,Cash or cash equivalent,163711852
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,126.86,04/22/2014,Cash or cash equivalent,163694612
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,126.86,04/24/2014,Cash or cash equivalent,163693312
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,13.42,11/26/2014,Cash or cash equivalent,163688786
Covered Recipient Teaching Hospital,1761,UNIV OF IOWA HOSP & CLINIC,,,,,200 HAWKINS DRIVEDIVISION OF ENDOCRINOLOGYDE,,IOWA CITY,52242,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,20.00,06/11/2014,Cash or cash equivalent,163700338
Covered Recipient Teaching Hospital,1761,UNIV OF IOWA HOSP & CLINIC,,,,,200 HAWKINS DRIVEDIVISION OF ENDOCRINOLOGYDE,,IOWA CITY,52242,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,176.86,06/06/2014,Cash or cash equivalent,163702028
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,60.00,06/11/2014,Cash or cash equivalent,163702210
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,90.00,07/11/2014,Cash or cash equivalent,163680706
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,180.00,07/31/2014,Cash or cash equivalent,163703440
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,253.72,05/06/2014,Cash or cash equivalent,163696646
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,20.00,09/20/2014,Cash or cash equivalent,163709242
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,60.00,08/18/2014,Cash or cash equivalent,163704818
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,60.00,06/30/2014,Cash or cash equivalent,163701164
Non-covered Recipient Entity,,,,,,,1111 6TH AVE,STE 450,DES MOINES,50314,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,60.00,03/07/2014,Cash or cash equivalent,163740744
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,126.86,04/14/2014,Cash or cash equivalent,163694378
Covered Recipient Teaching Hospital,1761,UNIV OF IOWA HOSP & CLINIC,,,,,200 HAWKINS DRIVEDIVISION OF ENDOCRINOLOGYDE,,IOWA CITY,52242,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,501.60,07/24/2014,Cash or cash equivalent,163703806
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,240.00,09/25/2014,Cash or cash equivalent,163707695
